20,1200,1,1200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,pop1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"0876","pop1","499","499","500","499","502","502","500","499","499","498","500","499","498","499","503","502","504","503","500","500","500","500","502","502","504","499","501","502","500","501","499","500","499","499","500","500","502","498","500","501"
"0877","pop1","499","499","500","503","502","502","499","499","500","500","500","499","500","502","501","502","504","501","495","495","499","500","497","502","505","505","501","501","502","502","499","498","499","499","500","497","498","498","500","500"
"0878","pop1","501","500","501","504","502","502","499","499","499","498","499","498","501","502","503","502","501","503","500","495","499","500","502","502","504","499","501","501","503","500","499","499","499","501","499","500","497","498","501","497"
"0879","pop1","499","501","500","501","502","502","499","499","498","497","500","499","500","500","502","502","505","505","495","501","500","497","496","502","505","505","501","502","502","502","498","498","500","501","500","498","502","504","500","499"
"0880","pop1","501","501","500","501","502","502","499","499","498","498","500","500","500","501","502","499","504","502","497","502","499","499","497","498","506","505","502","500","500","501","498","498","501","501","499","500","497","497","499","501"
"0881","pop1","501","501","501","503","502","503","500","499","500","498","500","499","500","501","503","503","505","501","500","501","499","500","499","498","505","505","501","500","502","501","498","498","499","502","501","500","504","503","500","500"
"0882","pop1","498","502","503","499","502","501","500","499","500","499","500","499","500","500","501","502","505","506","498","501","499","500","498","500","505","505","501","502","502","499","499","500","503","501","500","498","502","502","500","499"
"0883","pop1","499","501","500","504","502","500","500","500","499","497","500","500","500","502","503","501","502","502","498","500","499","503","498","498","505","505","501","502","502","503","499","498","503","499","499","497","502","497","499","498"
"0884","pop1","499","501","500","504","501","500","500","500","500","498","499","501","500","499","501","502","501","501","498","501","499","500","498","502","505","503","501","501","502","500","499","500","503","501","500","500","502","504","497","497"
"0885","pop1","499","499","503","502","502","502","499","499","500","498","500","499","500","500","503","502","504","504","498","502","499","499","499","498","505","499","501","504","502","500","500","498","500","499","500","498","497","505","499","501"
"0886","pop1","498","499","501","499","502","503","499","499","498","498","499","499","499","499","501","502","504","502","500","495","499","500","497","498","505","505","502","502","502","500","499","498","503","504","499","500","502","502","501","497"
"0887","pop1","499","501","500","501","501","503","499","499","498","498","500","499","500","499","503","502","504","505","500","500","499","498","499","502","505","499","503","500","502","501","499","499","500","501","499","500","497","498","501","501"
"0888","pop1","499","501","500","499","501","503","502","498","499","497","500","500","500","502","502","502","504","506","500","501","499","499","498","501","505","504","501","501","500","500","499","499","500","503","499","500","497","497","499","499"
"0889","pop1","498","498","499","499","502","501","500","499","499","498","500","500","501","499","503","502","505","506","498","500","499","503","497","498","505","504","501","502","502","500","500","498","503","502","500","498","497","498","500","501"
"0890","pop1","498","501","503","504","502","503","500","499","499","498","500","500","500","499","501","502","505","505","495","495","499","503","499","502","505","504","501","503","502","503","500","498","502","502","499","500","497","497","499","501"
"0891","pop1","498","501","500","501","502","502","499","499","500","497","500","500","500","499","501","502","504","501","500","501","499","499","497","498","505","503","502","502","502","500","499","500","500","502","501","500","498","504","500","501"
"0892","pop1","498","499","500","502","502","503","500","499","500","497","500","500","499","497","501","502","504","504","497","495","499","503","499","500","504","503","501","501","503","500","499","500","500","502","500","500","498","503","501","497"
"0893","pop1","499","501","500","499","501","501","500","502","499","498","500","499","500","500","503","501","505","503","495","502","499","499","499","499","505","499","501","501","503","500","499","498","500","500","500","498","497","497","501","501"
"0894","pop1","498","499","501","501","502","501","499","499","499","499","499","501","500","500","502","502","505","503","500","499","499","500","497","500","506","505","501","502","500","500","499","500","500","499","500","498","497","498","500","501"
"0895","pop1","499","499","499","504","502","501","500","499","500","498","500","500","500","500","503","502","502","501","498","498","503","500","498","498","505","505","501","503","502","502","498","498","500","502","499","500","504","504","501","501"
"0896","pop1","499","500","500","499","502","501","499","499","500","498","499","499","499","497","501","499","506","501","498","500","499","499","497","498","504","504","501","501","503","500","499","500","499","499","499","499","498","501","501","501"
"0897","pop1","499","502","503","499","502","501","500","499","500","498","500","501","500","497","503","501","504","502","500","495","499","499","499","499","505","503","501","502","501","501","498","498","500","499","501","500","502","498","499","501"
"0898","pop1","499","501","499","504","502","502","499","502","499","498","500","500","500","497","503","499","506","502","495","501","499","499","498","498","506","505","501","502","500","501","499","500","502","501","498","498","497","504","500","499"
"0899","pop1","498","498","503","504","502","501","500","499","500","499","500","500","500","502","503","501","505","502","500","501","503","500","497","498","505","504","501","501","500","501","498","498","500","500","499","499","502","503","500","501"
"0900","pop1","498","498","501","502","502","503","499","499","500","500","500","499","500","501","502","499","506","506","500","495","499","503","498","502","505","505","501","501","502","502","500","500","501","504","500","500","498","504","500","496"
"0901","pop1","499","501","501","499","502","502","499","499","500","498","499","498","500","498","501","502","505","500","500","501","499","499","497","502","505","503","503","503","502","501","499","497","499","501","499","500","497","498","500","501"
"0902","pop1","499","501","500","499","501","503","500","499","500","498","499","499","500","500","503","502","506","501","498","500","503","500","499","502","505","503","501","501","502","500","498","498","500","501","499","498","502","504","500","499"
"0903","pop1","499","501","501","499","502","500","499","498","500","498","500","499","500","500","503","503","502","502","500","500","499","499","502","502","505","503","502","503","502","503","499","498","501","504","499","500","504","496","500","501"
"0904","pop1","499","501","499","499","502","502","500","499","500","500","500","500","500","500","501","502","502","500","497","502","499","500","502","501","505","503","501","502","502","501","500","498","499","501","500","500","502","497","501","497"
"0905","pop1","498","499","500","500","502","501","500","499","500","499","500","500","500","500","502","499","502","501","500","501","499","499","499","498","505","505","501","501","502","503","499","498","502","501","500","500","502","498","500","499"
"0906","pop1","498","501","500","501","502","502","500","499","499","499","499","499","501","499","501","502","504","501","498","500","499","500","498","502","505","504","501","503","500","500","500","498","503","502","500","498","498","504","499","501"
"0907","pop1","498","499","500","501","502","502","499","501","500","499","500","500","499","502","503","499","502","502","495","502","499","499","498","502","505","503","501","503","502","502","498","498","500","503","499","500","502","504","499","501"
"0908","pop1","499","499","500","500","502","502","499","498","499","499","500","499","500","497","503","502","505","502","498","500","499","500","502","502","505","500","503","503","503","501","499","500","499","501","500","500","497","498","499","499"
"0909","pop1","498","501","500","500","502","502","499","499","498","497","500","499","500","501","503","499","504","502","500","500","499","500","497","499","505","503","501","501","501","501","498","498","500","503","501","497","502","498","501","501"
"0910","pop1","498","501","500","501","502","501","500","499","499","499","500","498","500","501","503","501","502","503","500","500","499","500","499","502","505","504","501","502","502","502","500","500","500","504","500","500","502","496","501","497"
"0911","pop1","498","499","501","499","502","502","499","499","499","499","500","500","500","499","501","502","504","502","498","503","499","503","498","502","505","505","501","502","502","502","500","501","502","504","499","498","497","503","500","499"
"0912","pop1","499","501","500","504","501","501","500","499","497","497","500","499","500","500","503","502","501","503","502","501","499","503","497","498","505","505","501","503","502","502","500","498","500","499","499","500","502","497","501","501"
"0913","pop1","499","501","499","502","502","503","499","499","500","497","500","500","502","502","501","504","505","505","498","500","499","498","498","502","506","504","501","502","502","500","498","498","500","502","500","497","502","498","500","500"
"0914","pop1","498","498","500","499","502","501","500","499","498","497","499","501","500","498","498","499","506","502","502","501","499","501","499","502","505","505","501","502","502","502","500","498","499","502","500","500","502","497","499","499"
"0915","pop1","499","501","500","503","502","502","499","501","499","498","500","500","501","499","503","499","505","505","500","497","499","500","497","501","504","503","501","501","502","501","500","500","503","501","500","500","504","503","499","497"
"0916","pop1","499","499","500","500","502","501","499","499","498","497","500","499","500","501","501","502","506","501","498","500","499","499","497","499","505","504","501","503","501","501","500","500","500","499","499","500","502","498","499","501"
"0917","pop1","499","501","499","502","502","502","500","499","499","498","500","499","500","501","501","502","501","501","502","502","499","503","498","498","505","505","501","502","500","500","499","498","499","499","501","500","498","506","497","496"
"0918","pop1","499","499","500","499","502","502","500","499","499","499","500","499","500","499","503","498","504","502","498","498","499","502","496","498","505","504","501","500","502","502","499","500","503","502","499","497","502","497","500","499"
"0919","pop1","498","499","501","503","502","501","500","499","500","498","500","500","500","498","502","499","505","505","500","497","499","499","497","500","505","503","501","503","502","502","499","498","500","504","500","498","497","497","501","501"
"0920","pop1","498","501","499","502","502","503","500","500","498","497","500","498","500","499","501","499","506","502","500","500","499","499","497","502","505","499","502","502","502","503","500","500","500","501","497","497","502","504","501","501"
"0921","pop1","501","501","500","499","502","502","499","502","500","499","499","499","500","500","501","502","505","503","498","502","499","503","496","502","505","503","501","501","501","499","498","498","499","499","500","498","498","504","498","502"
"0922","pop1","498","501","499","504","502","501","499","499","499","498","500","499","498","502","502","502","506","501","497","502","499","500","497","502","505","505","502","502","503","500","499","498","503","499","500","500","497","498","497","498"
"0923","pop1","498","499","500","501","502","502","500","499","499","498","499","498","498","498","501","502","504","502","500","501","499","500","499","501","505","503","501","502","502","502","500","498","500","499","499","500","502","497","500","501"
"0924","pop1","499","499","500","502","502","502","499","499","500","500","500","499","500","498","503","502","506","501","498","500","499","503","497","498","506","505","501","501","502","500","500","498","499","502","501","500","497","504","500","499"
"0925","pop1","498","501","500","503","502","502","499","498","500","497","500","498","501","497","501","499","506","502","500","500","499","499","498","498","505","499","501","503","502","501","498","498","499","501","501","501","497","498","500","499"
"0926","pop1","498","498","503","499","502","501","500","499","500","499","500","500","498","501","501","501","505","500","500","501","500","498","499","498","504","503","502","503","502","501","499","498","499","501","501","498","502","498","501","497"
"0927","pop1","501","501","500","500","501","501","499","498","499","498","500","498","500","499","503","502","505","502","498","495","499","503","497","501","506","499","501","502","502","503","498","501","502","501","501","500","502","497","501","498"
"0928","pop1","501","501","500","499","502","503","500","499","499","498","500","499","500","498","501","502","505","505","498","500","500","498","496","497","505","504","501","503","502","502","498","498","500","502","500","500","504","506","500","499"
"0929","pop1","498","498","503","499","502","502","500","497","499","498","500","500","500","500","503","501","505","505","500","500","499","498","498","501","505","505","503","503","502","500","499","501","499","502","500","498","502","504","500","501"
"0930","pop1","501","501","500","500","502","502","500","502","499","498","500","500","500","499","503","499","501","503","498","501","499","499","502","502","505","505","501","501","500","501","498","498","500","503","500","500","497","503","499","501"
"0931","pop1","498","499","501","499","502","502","500","499","499","499","499","498","500","501","503","499","505","505","500","500","499","503","497","501","506","505","501","503","502","503","500","498","500","501","499","500","497","498","499","501"
"0932","pop1","498","499","500","502","501","503","499","499","500","497","500","500","500","498","502","502","505","505","498","500","499","500","499","500","505","504","501","501","502","503","499","498","503","502","499","500","497","497","501","497"
"0933","pop1","498","498","500","500","502","502","499","498","500","498","500","499","500","502","501","499","506","502","500","495","499","499","498","498","505","505","502","503","500","500","500","498","499","499","499","500","502","503","501","497"
"0934","pop1","499","501","500","501","502","503","500","499","499","498","500","501","500","499","503","502","502","503","500","500","503","500","498","502","505","505","501","502","503","501","499","498","503","501","501","499","502","497","500","500"
"0935","pop1","499","499","503","504","502","503","499","499","500","497","500","500","500","500","502","502","505","502","497","502","500","498","499","502","506","503","501","501","502","502","499","498","500","501","500","500","497","498","499","496"
"0936","pop1","499","502","499","499","502","502","500","499","498","498","499","499","500","499","503","502","502","502","495","495","503","501","502","502","505","505","501","501","502","500","498","498","503","499","498","498","502","502","499","498"
"0937","pop1","498","501","500","503","502","502","499","499","499","497","500","500","498","502","501","499","506","502","498","501","499","501","496","497","505","505","501","501","502","502","500","498","503","501","501","500","498","498","499","501"
"0938","pop1","501","501","500","499","502","502","499","499","499","498","499","499","500","502","503","502","501","501","498","500","499","500","498","502","504","500","501","503","502","500","498","498","499","501","500","500","502","503","499","501"
"0939","pop1","498","499","501","503","502","502","500","499","497","497","500","500","500","498","501","502","505","503","495","501","503","500","499","502","505","505","501","503","502","500","499","498","500","499","500","497","504","506","499","501"
"0940","pop1","498","499","500","499","502","502","500","499","500","498","500","499","500","500","501","501","502","502","502","501","499","500","498","502","505","503","501","503","503","500","499","497","501","501","500","500","502","497","499","499"
"0941","pop1","498","501","501","502","502","503","500","499","500","498","499","499","500","501","501","502","504","505","495","502","499","499","502","502","505","504","501","501","502","500","499","498","499","502","500","497","497","497","500","498"
"0942","pop1","498","501","501","501","502","501","499","499","500","499","500","499","500","499","501","502","506","502","500","500","500","497","499","499","505","505","501","501","502","501","500","498","500","500","497","498","502","498","499","499"
"0943","pop1","499","499","500","501","502","501","499","499","498","497","499","499","502","497","501","502","505","502","500","497","499","503","498","502","506","503","501","501","500","500","499","498","503","501","501","500","502","506","499","499"
"0944","pop1","498","501","501","499","502","501","499","502","500","498","500","500","500","499","503","502","504","504","498","501","500","500","497","500","505","505","502","500","500","501","499","498","499","504","499","499","502","497","499","501"
"0945","pop1","498","497","501","499","502","503","500","499","499","498","500","500","498","499","503","499","505","502","500","500","499","503","502","502","506","505","503","503","502","503","500","498","500","499","500","498","502","504","499","501"
"0946","pop1","501","503","500","499","502","501","500","499","499","498","500","500","500","499","502","502","505","505","500","501","503","504","498","500","505","503","501","501","503","501","498","498","501","501","499","497","504","504","499","499"
"0947","pop1","499","501","501","501","502","502","499","499","499","498","500","499","500","500","503","503","505","502","500","501","499","500","497","498","506","504","502","500","502","502","499","500","501","501","499","499","502","497","500","499"
"0948","pop1","498","497","500","499","501","501","499","499","499","498","501","501","500","499","503","503","504","501","495","503","499","499","497","498","505","505","502","502","500","501","499","500","500","500","500","500","497","497","501","497"
"0949","pop1","498","499","501","502","502","502","499","499","498","498","500","500","501","502","501","502","502","503","500","503","499","500","499","498","506","505","501","502","502","501","500","498","499","502","500","500","498","504","501","498"
"0950","pop1","499","501","501","501","501","503","502","501","499","499","500","500","500","501","503","501","502","501","498","500","499","499","501","500","504","503","501","500","500","500","500","500","500","503","499","497","497","498","501","501"
"0951","pop1","498","499","500","501","502","503","500","500","500","498","500","499","498","502","502","498","506","502","500","499","499","503","497","498","505","504","501","500","502","501","498","501","500","501","501","499","502","498","499","501"
"0952","pop1","498","498","500","500","502","502","500","499","500","498","500","499","500","499","503","501","502","503","500","500","503","497","498","498","499","499","502","502","502","502","499","499","503","503","499","500","498","503","500","498"
"0953","pop1","501","501","503","499","502","502","499","499","500","498","500","499","500","499","503","502","505","501","500","495","499","503","498","502","505","505","501","503","502","502","499","499","503","503","500","500","497","503","500","499"
"0954","pop1","498","499","503","499","502","503","500","499","498","497","499","499","497","497","503","503","505","502","498","501","499","500","497","498","505","504","501","500","502","503","500","498","503","503","499","500","502","504","499","498"
"0955","pop1","499","499","500","499","502","501","500","502","499","501","500","499","501","502","503","502","505","506","495","502","499","503","498","502","505","505","501","502","502","500","499","497","503","499","500","500","497","497","499","499"
"0956","pop1","498","501","500","499","501","500","499","499","499","498","500","499","498","498","503","501","505","501","500","503","499","499","498","500","505","504","501","502","500","501","500","498","500","499","500","500","504","503","500","500"
"0957","pop1","499","499","501","499","501","501","499","499","498","497","500","500","500","500","503","501","502","502","500","502","499","500","499","498","505","504","501","502","503","500","499","498","503","502","499","500","502","498","500","501"
"0958","pop1","499","499","500","501","502","503","499","499","498","498","500","499","501","497","503","498","505","505","500","500","499","498","497","502","505","505","501","502","500","501","500","500","503","501","500","500","497","498","500","499"
"0959","pop1","499","499","500","500","502","501","499","499","499","498","500","499","498","501","501","498","505","503","500","501","503","503","496","500","505","504","503","500","502","502","500","498","503","499","500","500","502","497","500","501"
"0960","pop1","499","501","500","503","502","502","499","499","500","498","500","500","499","502","502","499","502","503","500","500","503","503","498","502","505","505","501","500","502","502","499","500","500","500","499","500","502","504","499","501"
"0961","pop1","498","501","503","499","502","503","500","499","499","499","500","499","500","500","501","498","505","503","500","501","503","500","496","500","505","505","501","502","502","502","499","498","499","502","499","499","502","498","500","497"
"0962","pop1","498","501","501","501","502","501","499","502","497","497","500","499","500","500","501","502","504","505","498","501","499","500","498","498","505","505","502","502","502","502","500","498","503","504","501","497","502","506","499","501"
"0963","pop1","499","500","500","499","502","502","499","499","500","498","500","498","500","500","499","499","504","505","500","495","499","498","497","502","505","499","501","501","500","501","499","500","500","503","499","500","497","506","501","497"
"0964","pop1","498","499","503","499","502","500","500","499","500","498","500","501","500","500","502","502","504","506","500","501","499","500","502","502","505","499","501","501","502","501","499","498","500","500","498","498","502","497","499","497"
"0965","pop1","498","498","499","504","502","502","499","499","499","499","500","499","500","498","503","501","504","502","500","495","499","499","499","499","505","503","502","503","503","501","499","498","500","499","497","497","497","504","500","501"
"0966","pop1","499","501","500","504","502","501","499","499","499","497","500","500","500","498","501","502","502","500","500","497","499","502","499","501","505","505","501","501","502","501","500","500","503","499","500","498","503","503","500","501"
"0967","pop1","501","501","503","503","502","500","499","499","497","497","500","498","500","501","501","499","504","503","500","502","499","499","497","502","504","503","501","500","502","502","500","498","499","501","500","500","497","498","499","501"
"0968","pop1","499","499","501","499","502","501","500","500","500","499","500","499","500","501","499","499","502","501","498","502","499","499","497","498","505","505","502","502","502","503","499","498","499","501","498","498","497","497","500","501"
"0969","pop1","498","500","500","505","502","502","499","498","500","499","500","500","500","499","501","502","505","505","500","500","499","504","497","502","504","504","501","501","503","501","499","499","503","503","500","500","498","496","500","497"
"0970","pop1","499","499","501","503","502","502","499","499","500","499","500","499","500","500","503","502","502","501","500","500","499","503","499","502","506","505","501","501","502","500","498","498","503","501","498","498","498","498","501","498"
"0971","pop1","498","501","500","503","502","501","500","499","498","497","500","499","499","497","503","502","502","501","500","499","499","500","497","498","505","505","501","503","502","500","499","500","503","503","500","497","502","498","500","496"
"0972","pop1","499","500","504","504","502","501","499","499","500","499","500","499","500","499","503","502","502","502","500","500","499","499","499","500","506","505","502","503","502","500","499","498","499","501","500","500","502","498","500","501"
"0973","pop1","498","501","499","504","502","503","500","499","499","498","500","500","500","501","503","502","505","502","500","501","503","500","499","501","505","503","501","502","502","503","499","498","499","501","500","500","502","497","499","501"
"0974","pop1","498","501","500","503","502","502","500","502","499","498","500","498","500","498","503","502","504","502","500","502","503","500","499","502","505","504","502","502","502","503","500","500","500","499","499","500","497","506","499","499"
"0975","pop1","498","501","500","499","503","503","500","499","500","498","500","499","500","502","503","501","502","501","500","502","499","500","499","502","506","499","501","501","502","501","498","498","499","501","499","498","498","498","500","501"
"0976","pop1","499","501","503","499","502","501","499","499","500","499","500","500","500","500","503","503","502","502","497","502","499","500","502","501","505","504","502","503","503","500","500","498","503","502","500","498","502","504","501","501"
"0977","pop1","499","501","500","503","502","502","499","498","499","498","500","499","500","497","503","502","504","503","500","501","499","499","498","502","505","504","501","502","500","501","499","500","499","499","499","500","504","504","497","497"
"0978","pop1","499","499","500","501","502","501","500","499","500","499","500","500","500","498","501","502","505","503","495","502","499","500","498","500","505","505","501","501","502","500","500","501","503","499","499","498","498","503","499","501"
"0979","pop1","498","499","503","499","502","501","500","499","500","498","500","499","499","497","503","502","501","503","500","500","499","499","502","500","505","503","501","502","502","501","499","498","499","501","499","499","498","504","500","501"
"0980","pop1","498","499","500","504","502","502","499","499","500","499","499","499","501","501","502","502","506","502","500","500","503","503","498","500","506","505","502","502","502","500","499","498","499","499","499","500","497","497","497","496"
"0981","pop1","499","501","500","499","502","501","500","499","499","498","500","499","500","500","503","501","502","500","498","500","499","504","498","502","505","499","501","503","502","500","500","498","502","502","500","498","498","498","501","498"
"0982","pop1","498","498","500","503","502","501","500","499","498","498","500","499","500","500","503","502","505","502","500","499","499","499","499","500","505","503","501","501","502","500","499","498","503","499","500","497","497","503","501","501"
"0983","pop1","501","500","501","499","502","502","500","499","500","498","500","500","500","501","503","502","504","504","500","501","497","497","502","502","504","504","503","503","502","501","499","498","500","502","500","500","502","504","501","498"
"0984","pop1","498","498","500","500","502","503","500","499","498","497","500","500","501","497","502","498","504","506","497","499","499","499","499","502","506","505","502","503","502","500","500","498","503","501","500","500","502","504","501","501"
"0985","pop1","498","501","500","499","502","502","499","499","499","499","499","498","500","498","503","502","505","502","497","502","499","499","498","502","506","504","501","500","500","501","500","498","499","502","499","500","497","497","499","498"
"0986","pop1","498","501","500","499","502","502","499","498","500","497","500","499","501","501","503","503","505","501","500","502","499","500","496","497","506","499","501","501","502","502","499","498","499","502","500","496","502","498","500","499"
"0987","pop1","498","499","500","499","502","501","499","499","500","498","500","500","500","499","501","502","504","501","497","502","499","500","496","499","505","503","502","502","502","502","500","498","503","499","500","498","502","497","500","501"
"0988","pop1","498","502","503","499","503","500","500","499","498","497","500","500","497","497","501","502","505","502","500","501","499","504","498","498","505","503","501","502","502","501","499","501","503","504","500","500","497","504","500","501"
"0989","pop1","498","498","500","499","502","502","499","499","499","498","500","500","500","500","503","499","505","505","500","502","499","500","499","502","506","505","501","501","500","500","499","498","500","502","497","498","502","496","499","501"
"0990","pop1","499","501","500","499","502","503","500","499","498","497","500","498","500","500","502","502","504","502","497","502","499","499","497","498","499","500","501","501","502","500","499","500","503","499","500","500","497","497","500","497"
"0991","pop1","501","501","500","501","502","502","499","499","499","498","500","498","498","501","502","502","502","502","500","495","499","500","498","502","505","499","501","502","503","500","499","498","499","502","499","500","497","497","499","499"
"0992","pop1","498","499","500","502","502","502","500","499","499","498","500","500","500","500","501","502","504","502","502","501","499","500","498","502","505","505","501","500","500","501","498","498","500","499","500","500","502","504","501","501"
"0993","pop1","498","501","500","500","502","502","499","499","500","497","500","500","499","499","503","503","504","501","500","495","499","504","496","501","505","505","503","500","502","499","499","498","499","504","500","500","497","497","501","497"
"0994","pop1","499","499","500","499","502","503","500","501","498","498","500","500","500","501","503","502","504","502","498","500","499","500","497","499","504","503","501","502","501","501","498","498","499","501","500","500","502","504","501","497"
"0995","pop1","498","500","501","501","502","503","500","499","499","498","500","500","500","499","503","499","504","502","500","495","499","500","496","498","505","505","501","503","500","501","499","500","500","504","500","497","502","504","499","501"
"0996","pop1","498","499","500","504","502","502","500","500","500","497","500","499","500","500","502","499","505","501","500","501","499","499","498","502","504","504","501","502","502","500","498","498","499","499","500","500","497","504","501","501"
"0997","pop1","498","501","503","499","502","502","499","499","497","497","500","500","500","497","503","499","502","502","500","497","499","500","497","499","505","505","501","503","503","503","500","500","500","503","500","498","497","498","500","496"
"0998","pop1","499","501","501","499","501","501","499","499","498","498","500","498","500","500","501","501","506","502","500","500","499","503","499","498","506","505","502","502","502","503","499","500","500","501","501","500","497","504","500","497"
"0999","pop1","499","499","501","499","502","502","499","502","500","498","500","500","499","502","503","503","502","502","500","501","499","500","497","502","505","503","501","501","500","501","499","498","499","501","499","498","497","504","500","497"
"1000","pop1","498","499","501","504","502","502","502","502","499","498","499","499","499","497","503","501","505","501","500","502","499","499","498","501","505","505","501","501","502","503","498","498","499","501","500","498","502","497","501","497"
"1001","pop1","499","499","500","503","502","501","499","499","500","498","500","500","500","501","503","501","504","505","495","503","500","500","502","500","503","499","501","502","500","501","499","499","502","502","500","500","502","502","500","501"
"1002","pop1","499","499","500","499","502","502","499","502","498","498","500","499","501","499","503","502","505","501","498","500","499","499","497","499","505","504","501","501","503","500","498","498","504","504","501","496","502","502","501","497"
"1003","pop1","498","498","499","502","502","502","500","499","500","499","500","500","500","497","501","502","505","501","500","497","499","500","496","500","505","503","502","503","500","500","499","498","499","499","499","498","497","504","499","501"
"1004","pop1","498","499","500","499","502","501","499","499","498","497","500","498","500","497","503","499","502","502","498","500","499","499","502","501","505","504","503","504","502","501","500","498","500","501","499","500","502","502","501","497"
"1005","pop1","501","501","500","500","502","502","499","499","500","500","500","500","500","500","501","501","504","506","495","495","499","499","496","499","504","499","501","502","500","501","499","498","499","499","497","498","502","502","499","501"
"1006","pop1","498","499","500","499","502","502","499","502","499","498","500","501","500","499","502","502","504","501","500","497","500","501","499","498","505","505","501","502","500","500","500","498","499","502","499","498","498","504","499","501"
"1007","pop1","501","501","501","499","502","501","499","499","499","497","500","500","500","499","501","502","505","502","500","495","500","500","502","501","505","503","501","502","500","500","499","498","499","504","500","500","502","506","501","501"
"1008","pop1","498","499","504","504","502","502","499","498","500","499","500","500","500","500","503","502","504","502","498","501","499","501","497","501","505","503","502","500","502","500","500","498","499","501","499","499","497","497","500","501"
"1009","pop1","501","501","500","499","502","501","500","499","498","497","500","499","498","499","501","498","504","505","500","501","499","501","498","502","505","505","501","501","500","500","499","499","500","503","499","498","497","504","499","499"
"1010","pop1","498","498","501","499","502","502","499","499","499","498","499","499","500","499","503","501","505","501","500","502","499","499","496","499","505","504","501","503","502","503","497","498","500","503","499","500","497","498","499","501"
"1011","pop1","498","499","499","499","502","500","499","499","498","497","500","498","500","501","502","498","505","505","498","500","499","500","499","501","504","503","501","502","502","503","498","498","499","501","500","500","497","504","499","497"
"1012","pop1","498","500","500","499","501","501","499","502","498","498","499","498","500","499","503","502","505","502","500","495","499","500","498","500","505","503","502","502","500","500","499","498","503","503","499","500","502","502","499","501"
"1013","pop1","498","498","500","499","502","501","500","499","500","498","500","500","499","502","503","501","502","503","500","495","499","499","499","502","506","503","501","503","502","500","499","498","502","501","500","500","498","504","499","496"
"1014","pop1","499","500","503","504","502","502","499","499","500","498","500","500","500","499","503","501","502","502","500","502","503","497","499","500","503","503","501","502","502","501","499","498","499","502","500","500","502","503","499","501"
"1015","pop1","498","499","501","499","502","502","499","499","499","499","500","500","500","497","502","502","506","503","500","501","499","500","502","502","505","505","501","502","500","500","499","500","499","499","499","500","502","503","499","497"
"1016","pop1","498","498","500","502","502","500","499","499","499","498","500","500","500","501","503","502","504","505","498","500","499","503","497","502","505","505","501","503","502","501","499","498","499","499","499","497","502","503","501","497"
"1017","pop1","501","502","500","501","502","502","499","499","498","498","500","498","498","499","502","502","502","502","502","501","500","500","498","502","505","505","501","501","502","500","499","498","503","499","500","500","497","504","500","501"
"1018","pop1","499","499","501","503","502","501","500","499","500","498","500","500","500","499","501","501","504","502","500","500","499","500","499","502","505","505","501","501","503","500","499","499","499","499","499","499","502","503","501","501"
"1019","pop1","499","501","500","501","502","502","500","499","499","498","500","500","500","502","503","502","505","502","495","495","499","500","499","498","505","504","502","502","500","500","498","498","500","501","500","497","497","503","501","501"
"1020","pop1","499","501","500","504","502","501","499","498","500","497","500","499","501","499","501","502","505","505","495","501","499","499","499","500","506","505","501","501","503","500","500","498","502","501","499","500","497","497","500","499"
"1021","pop1","499","501","500","503","502","501","499","499","500","497","500","500","500","499","503","498","504","502","495","501","503","500","498","501","503","499","501","502","502","500","500","498","499","501","497","498","497","498","500","501"
"1022","pop1","499","500","500","501","501","500","499","499","499","498","500","500","500","500","503","502","506","501","500","500","499","499","499","499","505","504","501","502","502","502","498","498","500","499","500","497","502","497","500","499"
"1023","pop1","501","500","500","499","502","502","499","501","498","498","500","500","500","501","503","502","504","505","498","500","499","500","497","498","505","504","501","501","500","500","500","500","499","502","499","499","497","497","501","497"
"1024","pop1","498","499","499","504","502","502","500","499","498","497","500","498","499","499","501","501","506","501","498","500","499","499","497","499","505","505","501","503","502","500","499","498","499","501","499","498","502","502","499","498"
"1025","pop1","499","501","501","501","502","500","500","499","500","497","500","499","500","500","501","499","506","502","500","501","499","500","497","501","505","504","501","501","500","501","499","498","500","500","500","498","502","497","499","501"
"1026","pop1","498","498","503","503","502","502","500","499","497","497","500","499","498","502","503","503","505","502","495","502","499","498","499","502","505","505","501","502","503","501","499","500","503","499","500","500","502","504","500","499"
"1027","pop1","498","499","500","502","502","501","499","499","500","499","500","499","501","502","502","499","506","502","500","500","499","500","497","497","505","503","501","503","502","501","499","500","503","504","499","500","502","506","500","498"
"1028","pop1","498","499","500","501","501","503","499","498","499","499","500","499","500","500","503","501","505","506","500","495","499","499","497","498","505","504","501","501","500","500","500","498","500","502","500","500","502","497","501","501"
"1029","pop1","498","502","501","502","502","503","499","498","499","499","500","499","501","502","501","501","504","506","500","501","503","500","499","502","506","505","501","501","500","501","500","498","499","504","500","498","502","497","499","497"
"1030","pop1","498","499","501","499","502","502","499","499","498","498","500","499","500","498","501","502","504","502","500","502","499","499","502","501","505","504","501","502","503","501","500","501","503","499","500","500","502","499","501","497"
"1031","pop1","499","499","501","499","501","500","499","499","499","498","500","499","500","500","503","501","505","503","498","500","499","497","498","500","505","505","503","500","502","500","500","498","500","499","499","499","498","503","500","499"
